Company Name,Exchange,Ticker,Industry,Country,Broad Group,Sub Group,Sector,Sector_code
OceanFirst Financial Corp. ,NasdaqGS,OCFC,Banks (Regional),United States,United States,United States,Financials,40
OFG Bancorp ,NYSE,OFG,Banks (Regional),United States,United States,United States,Financials,40
Ohio Valley Banc Corp. ,NasdaqGM,OVBC,Banks (Regional),United States,United States,United States,Financials,40
Old National Bancorp ,NasdaqGS,ONB,Banks (Regional),United States,United States,United States,Financials,40
Old Point Financial Corporation ,NasdaqCM,OPOF,Banks (Regional),United States,United States,United States,Financials,40
"Old Second Bancorp, Inc. ",NasdaqGS,OSBC,Banks (Regional),United States,United States,United States,Financials,40
"Omni Financial Services, Inc. ",OTCPK,OFSI,Banks (Regional),United States,United States,United States,Financials,40
"OptimumBank Holdings, Inc. ",NasdaqCM,OPHC,Banks (Regional),United States,United States,United States,Financials,40
"Orange County Bancorp, Inc. ",OTCPK,OCBI,Banks (Regional),United States,United States,United States,Financials,40
"Oregon Bancorp, Inc. ",OTCPK,ORBN,Banks (Regional),United States,United States,United States,Financials,40
Oregon Pacific Bancorp ,OTCPK,ORPB,Banks (Regional),United States,United States,United States,Financials,40
"Origin Bancorp, Inc. ",NasdaqGS,OBNK,Banks (Regional),United States,United States,United States,Financials,40
"Orrstown Financial Services, Inc. ",NasdaqCM,ORRF,Banks (Regional),United States,United States,United States,Financials,40
Oxford Bank Corporation ,OTCPK,OXBC,Banks (Regional),United States,United States,United States,Financials,40
Pacific Financial Corporation ,OTCPK,PFLC,Banks (Regional),United States,United States,United States,Financials,40
Pacific Mercantile Bancorp ,NasdaqGS,PMBC,Banks (Regional),United States,United States,United States,Financials,40
"Pacific Premier Bancorp, Inc. ",NasdaqGS,PPBI,Banks (Regional),United States,United States,United States,Financials,40
Pacific State Bancorp ,OTCPK,PSBC,Banks (Regional),United States,United States,United States,Financials,40
Pacific Valley Bank ,OTCPK,PVBK,Banks (Regional),United States,United States,United States,Financials,40
Pacific West Bank ,OTCPK,PWBO,Banks (Regional),United States,United States,United States,Financials,40
PacWest Bancorp ,NasdaqGS,PACW,Banks (Regional),United States,United States,United States,Financials,40
"Paragon Financial Solutions, Inc. ",OTCPK,PGNN,Banks (Regional),United States,United States,United States,Financials,40
Park National Corporation ,AMEX,PRK,Banks (Regional),United States,United States,United States,Financials,40
"Parke Bancorp, Inc. ",NasdaqCM,PKBK,Banks (Regional),United States,United States,United States,Financials,40
Partners Bancorp ,NasdaqCM,PTRS,Banks (Regional),United States,United States,United States,Financials,40
Partners Bank of California ,OTCPK,PBKX,Banks (Regional),United States,United States,United States,Financials,40
"Pathfinder Bancorp, Inc. ",NasdaqCM,PBHC,Banks (Regional),United States,United States,United States,Financials,40
"Patriot National Bancorp, Inc. ",NasdaqGM,PNBK,Banks (Regional),United States,United States,United States,Financials,40
PCB Bancorp ,NasdaqGS,PCB,Banks (Regional),United States,United States,United States,Financials,40
Peapack-Gladstone Financial Corporation ,NasdaqGS,PGC,Banks (Regional),United States,United States,United States,Financials,40
"Penns Woods Bancorp, Inc. ",NasdaqGS,PWOD,Banks (Regional),United States,United States,United States,Financials,40
"People's United Financial, Inc. ",NasdaqGS,PBCT,Banks (Regional),United States,United States,United States,Financials,40
Peoples Bancorp Inc. ,NasdaqGS,PEBO,Banks (Regional),United States,United States,United States,Financials,40
"Peoples Bancorp of North Carolina, Inc. ",NasdaqGM,PEBK,Banks (Regional),United States,United States,United States,Financials,40
Peoples Financial Corporation ,OTCPK,PFBX,Banks (Regional),United States,United States,United States,Financials,40
Peoples Financial Services Corp. ,NasdaqGS,PFIS,Banks (Regional),United States,United States,United States,Financials,40
Peoples Ltd. ,OTCPK,PPLL,Banks (Regional),United States,United States,United States,Financials,40
"Pilot Bancshares, Inc. ",OTCPK,PLBN,Banks (Regional),United States,United States,United States,Financials,40
"Pinnacle Bancshares, Inc. ",OTCPK,PCLB,Banks (Regional),United States,United States,United States,Financials,40
Pinnacle Bank ,OTCPK,PBNK,Banks (Regional),United States,United States,United States,Financials,40
Pinnacle Bankshares Corporation ,OTCPK,PPBN,Banks (Regional),United States,United States,United States,Financials,40
"Pinnacle Financial Partners, Inc. ",NasdaqGS,PNFP,Banks (Regional),United States,United States,United States,Financials,40
"Pioneer Bancshares, Inc. ",OTCPK,PONB,Banks (Regional),United States,United States,United States,Financials,40
Plumas Bancorp ,NasdaqCM,PLBC,Banks (Regional),United States,United States,United States,Financials,40
"Popular, Inc. ",NasdaqGS,BPOP,Banks (Regional),United States,United States,United States,Financials,40
"Potomac Bancshares, Inc. ",OTCPK,PTBS,Banks (Regional),United States,United States,United States,Financials,40
Preferred Bank ,NasdaqGS,PFBC,Banks (Regional),United States,United States,United States,Financials,40
"Premier Financial Bancorp, Inc. ",NasdaqGM,PFBI,Banks (Regional),United States,United States,United States,Financials,40
Prime Meridian Holding Company ,OTCPK,PMHG,Banks (Regional),United States,United States,United States,Financials,40
"Princeton National Bancorp, Inc. ",OTCPK,PNBC,Banks (Regional),United States,United States,United States,Financials,40
"Private Bancorp of America, Inc. ",OTCPK,PBAM,Banks (Regional),United States,United States,United States,Financials,40
Professional Holding Corp. ,NasdaqGS,PFHD,Banks (Regional),United States,United States,United States,Financials,40
"Prosperity Bancshares, Inc. ",NYSE,PB,Banks (Regional),United States,United States,United States,Financials,40
PSB Holding Corp. ,OTCPK,PSBP,Banks (Regional),United States,United States,United States,Financials,40
"PSB Holdings, Inc. ",OTCPK,PSBQ,Banks (Regional),United States,United States,United States,Financials,40
"QCR Holdings, Inc. ",NasdaqGM,QCRH,Banks (Regional),United States,United States,United States,Financials,40
QNB Corp. ,OTCPK,QNBC,Banks (Regional),United States,United States,United States,Financials,40
Quarry City Savings & Loan Association ,OTCPK,QRRY,Banks (Regional),United States,United States,United States,Financials,40
RBB Bancorp ,NasdaqGS,RBB,Banks (Regional),United States,United States,United States,Financials,40
"Red River Bancshares, Inc. ",NasdaqGS,RRBI,Banks (Regional),United States,United States,United States,Financials,40
Redwood Capital Bancorp ,OTCPK,RWCB,Banks (Regional),United States,United States,United States,Financials,40
Regions Financial Corporation ,NYSE,RF,Banks (Regional),United States,United States,United States,Financials,40
"Reliant Bancorp, Inc. ",NasdaqCM,RBNC,Banks (Regional),United States,United States,United States,Financials,40
Renasant Corporation ,NasdaqGS,RNST,Banks (Regional),United States,United States,United States,Financials,40
"Republic Bancorp, Inc. ",NasdaqGS,RBCA.A,Banks (Regional),United States,United States,United States,Financials,40
Republic Bank of Arizona ,OTCPK,RBAZ,Banks (Regional),United States,United States,United States,Financials,40
"Republic First Bancorp, Inc. ",NasdaqGM,FRBK,Banks (Regional),United States,United States,United States,Financials,40
"Richmond Mutual Bancorporation, Inc. ",NasdaqCM,RMBI,Banks (Regional),United States,United States,United States,Financials,40
Rising Sun Bancorp ,OTCPK,RSAM,Banks (Regional),United States,United States,United States,Financials,40
River City Bank ,OTCPK,RCBC,Banks (Regional),United States,United States,United States,Financials,40
River Valley Community Bancorp ,OTCPK,RVCB,Banks (Regional),United States,United States,United States,Financials,40
Riverview Financial Corporation ,NasdaqGM,RIVE,Banks (Regional),United States,United States,United States,Financials,40
"S&T Bancorp, Inc. ",NasdaqGS,STBA,Banks (Regional),United States,United States,United States,Financials,40
"Salisbury Bancorp, Inc. ",NasdaqCM,SAL,Banks (Regional),United States,United States,United States,Financials,40
"Sandy Spring Bancorp, Inc. ",NasdaqGS,SASR,Banks (Regional),United States,United States,United States,Financials,40
Santa Cruz County Bank ,OTCPK,SCZC,Banks (Regional),United States,United States,United States,Financials,40
"Savi Financial Corporation, Inc. ",OTCPK,SVVB,Banks (Regional),United States,United States,United States,Financials,40
"SB Financial Group, Inc. ",NasdaqCM,SBFG,Banks (Regional),United States,United States,United States,Financials,40
Seacoast Banking Corporation of Florida ,NasdaqGS,SBCF,Banks (Regional),United States,United States,United States,Financials,40
Security Federal Corporation ,OTCPK,SFDL,Banks (Regional),United States,United States,United States,Financials,40
Security National Corporation ,OTCPK,SNLC,Banks (Regional),United States,United States,United States,Financials,40
"Select Bancorp, Inc. ",NasdaqGM,SLCT,Banks (Regional),United States,United States,United States,Financials,40
"ServisFirst Bancshares, Inc. ",NasdaqGS,SFBS,Banks (Regional),United States,United States,United States,Financials,40
"Shore Bancshares, Inc. ",NasdaqGS,SHBI,Banks (Regional),United States,United States,United States,Financials,40
Sierra Bancorp ,NasdaqGS,BSRR,Banks (Regional),United States,United States,United States,Financials,40
Signature Bank ,NasdaqGS,SBNY,Banks (Regional),United States,United States,United States,Financials,40
Silvergate Capital Corporation ,NYSE,SI,Banks (Regional),United States,United States,United States,Financials,40
Simmons First National Corporation ,NasdaqGS,SFNC,Banks (Regional),United States,United States,United States,Financials,40
"SmartFinancial, Inc. ",NasdaqCM,SMBK,Banks (Regional),United States,United States,United States,Financials,40
"Solera National Bancorp, Inc. ",OTCPK,SLRK,Banks (Regional),United States,United States,United States,Financials,40
Solvay Bank Corp. ,OTCPK,SOBS,Banks (Regional),United States,United States,United States,Financials,40
Somerset Trust Holding Company ,OTCPK,SOME,Banks (Regional),United States,United States,United States,Financials,40
"Sound Financial Bancorp, Inc. ",NasdaqCM,SFBC,Banks (Regional),United States,United States,United States,Financials,40
"South Atlantic Bancshares, Inc. ",OTCPK,SABK,Banks (Regional),United States,United States,United States,Financials,40
"South Plains Financial, Inc. ",NasdaqGS,SPFI,Banks (Regional),United States,United States,United States,Financials,40
South State Corporation ,NasdaqGS,SSB,Banks (Regional),United States,United States,United States,Financials,40
"SouthCrest Financial Group, Inc. ",OTCPK,SCSG,Banks (Regional),United States,United States,United States,Financials,40
Southeastern Banking Corporation ,OTCPK,SEBC,Banks (Regional),United States,United States,United States,Financials,40
Southern BancShares ,OTCPK,SBNC,Banks (Regional),United States,United States,United States,Financials,40
Southern Calif Bancorp ,OTCPK,BCAL,Banks (Regional),United States,United States,United States,Financials,40
"Southern Community Bancshares, Inc. ",OTCPK,SCBS,Banks (Regional),United States,United States,United States,Financials,40
"Southern First Bancshares, Inc. ",NasdaqGM,SFST,Banks (Regional),United States,United States,United States,Financials,40
"Southern Michigan Bancorp, Inc. ",OTCPK,SOMC,Banks (Regional),United States,United States,United States,Financials,40
"Southern National Bancorp of Virginia, Inc. ",NasdaqGM,SONA,Banks (Regional),United States,United States,United States,Financials,40
"SouthPoint Bancshares, Inc. ",OTCPK,SOUB,Banks (Regional),United States,United States,United States,Financials,40
"Southside Bancshares, Inc. ",NasdaqGS,SBSI,Banks (Regional),United States,United States,United States,Financials,40
"Spirit of Texas Bancshares, Inc. ",NasdaqGS,STXB,Banks (Regional),United States,United States,United States,Financials,40
"SSB Bancorp, Inc. ",OTCPK,SSBP,Banks (Regional),United States,United States,United States,Financials,40
"STAR Financial Group, Inc. ",OTCPK,SFIG.A,Banks (Regional),United States,United States,United States,Financials,40
Sterling Bancorp ,NYSE,STL,Banks (Regional),United States,United States,United States,Financials,40
"Stock Yards Bancorp, Inc. ",NasdaqGS,SYBT,Banks (Regional),United States,United States,United States,Financials,40
"Summit Bancshares, Inc. ",OTCPK,SMAL,Banks (Regional),United States,United States,United States,Financials,40
"Summit Bank Group, Inc. ",OTCPK,SBKO,Banks (Regional),United States,United States,United States,Financials,40
"Summit Financial Group, Inc. ",NasdaqGS,SMMF,Banks (Regional),United States,United States,United States,Financials,40
Summit State Bank ,NasdaqGM,SSBI,Banks (Regional),United States,United States,United States,Financials,40
Suncrest Bank ,OTCPK,SBKK,Banks (Regional),United States,United States,United States,Financials,40
Surrey Bancorp ,OTCPK,SRYB,Banks (Regional),United States,United States,United States,Financials,40
"Susquehanna Community Financial, Inc. ",OTCPK,SQCF,Banks (Regional),United States,United States,United States,Financials,40
SVB & T Corporation ,OTCPK,SVBT,Banks (Regional),United States,United States,United States,Financials,40
SVB Financial Group ,NasdaqGS,SIVB,Banks (Regional),United States,United States,United States,Financials,40
Synovus Financial Corp. ,NYSE,SNV,Banks (Regional),United States,United States,United States,Financials,40
TCF Financial Corporation ,NasdaqGS,TCF,Banks (Regional),United States,United States,United States,Financials,40
"TEB Bancorp, Inc ",OTCPK,TBBA,Banks (Regional),United States,United States,United States,Financials,40
"Texas Capital Bancshares, Inc. ",NasdaqGS,TCBI,Banks (Regional),United States,United States,United States,Financials,40
"TGR Financial, Inc. ",OTCPK,TGRF,Banks (Regional),United States,United States,United States,Financials,40
The Adirondack Trust Company ,OTCPK,ADKT,Banks (Regional),United States,United States,United States,Financials,40
"The Bancorp, Inc. ",NasdaqGS,TBBK,Banks (Regional),United States,United States,United States,Financials,40
The Bank of Fincastle ,OTCPK,BFTL,Banks (Regional),United States,United States,United States,Financials,40
The Bank of Princeton ,NasdaqGS,BPRN,Banks (Regional),United States,United States,United States,Financials,40
"The Baraboo Bancorporation, Inc. ",OTCPK,BAOB,Banks (Regional),United States,United States,United States,Financials,40
The Community Financial Corporation ,NasdaqCM,TCFC,Banks (Regional),United States,United States,United States,Financials,40
"The First Bancorp, Inc. ",NasdaqGS,FNLC,Banks (Regional),United States,United States,United States,Financials,40
"The First Bancshares, Inc. ",NasdaqGM,FBMS,Banks (Regional),United States,United States,United States,Financials,40
The First Citizens National Bank of Upper Sandusky ,OTCPK,FSDK,Banks (Regional),United States,United States,United States,Financials,40
The First National Bank of Groton ,OTCPK,FIGR,Banks (Regional),United States,United States,United States,Financials,40
The First of Long Island Corporation ,NasdaqCM,FLIC,Banks (Regional),United States,United States,United States,Financials,40
The Freedom Bank of Virginia ,OTCPK,FDVA,Banks (Regional),United States,United States,United States,Financials,40
The National Capital Bank of Washington ,OTCPK,NACB,Banks (Regional),United States,United States,United States,Financials,40
"The PNC Financial Services Group, Inc. ",NYSE,PNC,Banks (Regional),United States,United States,United States,Financials,40
"The Southern Banc Company, Inc. ",OTCPK,SRNN,Banks (Regional),United States,United States,United States,Financials,40
Third Century Bancorp ,OTCPK,TDCB,Banks (Regional),United States,United States,United States,Financials,40
"Thomasville Bancshares, Inc. ",OTCPK,THVB,Banks (Regional),United States,United States,United States,Financials,40
Tompkins Financial Corporation ,AMEX,TMP,Banks (Regional),United States,United States,United States,Financials,40
"Touchmark Bancshares, Inc. ",OTCPK,TMAK,Banks (Regional),United States,United States,United States,Financials,40
Touchstone Bankshares Inc. ,OTCPK,TSBA,Banks (Regional),United States,United States,United States,Financials,40
Town and Country Financial Corporation ,OTCPK,TWCF,Banks (Regional),United States,United States,United States,Financials,40
"Towne Bancorp, Inc. ",OTCPK,TWNE,Banks (Regional),United States,United States,United States,Financials,40
TowneBank ,NasdaqGS,TOWN,Banks (Regional),United States,United States,United States,Financials,40
Tri City Bankshares Corporation ,OTCPK,TRCY,Banks (Regional),United States,United States,United States,Financials,40
"Tri-County Financial Group, Inc. ",OTCPK,TYFG,Banks (Regional),United States,United States,United States,Financials,40
TriCo Bancshares ,NasdaqGS,TCBK,Banks (Regional),United States,United States,United States,Financials,40
"TriState Capital Holdings, Inc. ",NasdaqGS,TSC,Banks (Regional),United States,United States,United States,Financials,40
"Triumph Bancorp, Inc. ",NasdaqGS,TBK,Banks (Regional),United States,United States,United States,Financials,40
Truist Financial Corporation ,NYSE,TFC,Banks (Regional),United States,United States,United States,Financials,40
Trustmark Corporation ,NasdaqGS,TRMK,Banks (Regional),United States,United States,United States,Financials,40
Truxton Corporation ,OTCPK,TRUX,Banks (Regional),United States,United States,United States,Financials,40
"Two Rivers Financial Group, Inc. ",OTCPK,TRVR,Banks (Regional),United States,United States,United States,Financials,40
U & I Financial Corp. ,OTCPK,UNIF,Banks (Regional),United States,United States,United States,Financials,40
U.S.A Bank ,OTCPK,USBK,Banks (Regional),United States,United States,United States,Financials,40
UB Bancorp ,OTCPK,UBNC,Banks (Regional),United States,United States,United States,Financials,40
UMB Financial Corporation ,NasdaqGS,UMBF,Banks (Regional),United States,United States,United States,Financials,40
Umpqua Holdings Corporation ,NasdaqGS,UMPQ,Banks (Regional),United States,United States,United States,Financials,40
UNB Corp. ,OTCPK,UNPA,Banks (Regional),United States,United States,United States,Financials,40
"Union Bankshares, Inc. ",NasdaqGM,UNB,Banks (Regional),United States,United States,United States,Financials,40
"United Bancorp, Inc. ",NasdaqCM,UBCP,Banks (Regional),United States,United States,United States,Financials,40
"United Bancorporation of Alabama, Inc. ",OTCPK,UBAB,Banks (Regional),United States,United States,United States,Financials,40
"United Bancshares, Inc. ",NasdaqGM,UBOH,Banks (Regional),United States,United States,United States,Financials,40
"United Bankshares, Inc. ",NasdaqGS,UBSI,Banks (Regional),United States,United States,United States,Financials,40
"United Community Banks, Inc. ",NasdaqGS,UCBI,Banks (Regional),United States,United States,United States,Financials,40
United National Bank ,OTCPK,UNBK,Banks (Regional),United States,United States,United States,Financials,40
United Security Bancshares ,NasdaqGS,UBFO,Banks (Regional),United States,United States,United States,Financials,40
"Unity Bancorp, Inc. ",NasdaqGM,UNTY,Banks (Regional),United States,United States,United States,Financials,40
"University Bancorp, Inc. ",OTCPK,UNIB,Banks (Regional),United States,United States,United States,Financials,40
Univest Financial Corporation ,NasdaqGS,UVSP,Banks (Regional),United States,United States,United States,Financials,40
"US Metro Bancorp, Inc. ",OTCPK,USMT,Banks (Regional),United States,United States,United States,Financials,40
Uwharrie Capital Corp ,OTCPK,UWHR,Banks (Regional),United States,United States,United States,Financials,40
Valley National Bancorp ,NasdaqGS,VLY,Banks (Regional),United States,United States,United States,Financials,40
Valley Republic Bancorp ,OTCPK,VLLX,Banks (Regional),United States,United States,United States,Financials,40
"Veritex Holdings, Inc. ",NasdaqGM,VBTX,Banks (Regional),United States,United States,United States,Financials,40
Village Bank and Trust Financial Corp. ,NasdaqCM,VBFC,Banks (Regional),United States,United States,United States,Financials,40
Virginia National Bankshares Corporation ,OTCPK,VABK,Banks (Regional),United States,United States,United States,Financials,40
W.T.B. Financial Corporation ,OTCPK,WTBF.B,Banks (Regional),United States,United States,United States,Financials,40
Washington Business Bank ,OTCPK,WBZB,Banks (Regional),United States,United States,United States,Financials,40
"Washington Trust Bancorp, Inc. ",NasdaqGS,WASH,Banks (Regional),United States,United States,United States,Financials,40
Webster Financial Corporation ,NYSE,WBS,Banks (Regional),United States,United States,United States,Financials,40
"WesBanco, Inc. ",NasdaqGS,WSBC,Banks (Regional),United States,United States,United States,Financials,40
"West Bancorporation, Inc. ",NasdaqGS,WTBA,Banks (Regional),United States,United States,United States,Financials,40
West Shore Bank Corp. ,OTCPK,WSSH,Banks (Regional),United States,United States,United States,Financials,40
"West Suburban Bancorp, Inc. ",OTCPK,WNRP,Banks (Regional),United States,United States,United States,Financials,40
Westamerica Bancorporation ,NasdaqGS,WABC,Banks (Regional),United States,United States,United States,Financials,40
Western Alliance Bancorporation ,NYSE,WAL,Banks (Regional),United States,United States,United States,Financials,40
White River Bancshares Co ,OTCPK,WRIV,Banks (Regional),United States,United States,United States,Financials,40
Willamette Community Bank ,OTCPK,WMCB,Banks (Regional),United States,United States,United States,Financials,40
Wintrust Financial Corporation ,NasdaqGS,WTFC,Banks (Regional),United States,United States,United States,Financials,40
Woodlands Financial Services Company ,OTCPK,WDFN,Banks (Regional),United States,United States,United States,Financials,40
York Traditions Bank ,OTCPK,YRKB,Banks (Regional),United States,United States,United States,Financials,40
"Zions Bancorporation, National Association ",NasdaqGS,ZION,Banks (Regional),United States,United States,United States,Financials,40
Aristocrat Group Corp. ,OTCPK,ASCC,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
Brown-Forman Corporation ,NYSE,BF.B,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
Charlestowne Premium Beverages Inc. ,OTCPK,FPWM,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Constellation Brands, Inc. ",NYSE,STZ,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Crimson Wine Group, Ltd. ",OTCPK,CWGL,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"CTGX Mining, Inc. ",OTCPK,CHCX,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Drinks Americas Holdings, Ltd. ",OTCPK,DKAM,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Eastside Distilling, Inc. ",NasdaqCM,EAST,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Iconic Brands, Inc. ",OTCPK,ICNB,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Mendocino Brewing Company, Inc. ",OTCPK,MENB,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"MGP Ingredients, Inc. ",NasdaqGS,MGPI,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Millennium Prime, Inc. ",OTCPK,MLMN,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
Molson Coors Beverage Company ,NYSE,TAP,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"New Generation Consumer Group, Inc. ",OTCPK,NGCG,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
Panache Beverage Inc. ,OTCPK,WDKA,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Premium Beverage Group, Inc. ",OTCPK,PBEV,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Rooshine, Inc. ",OTCPK,RSAU,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"South Beach Spirits, Inc. ",OTCPK,SBES,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"The Boston Beer Company, Inc. ",NYSE,SAM,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
Top Shelf Brands Holdings Corp. ,OTCPK,DKTS,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Truett-Hurst, Inc. ",OTCPK,THST,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
Vodka Brands Corp ,OTCPK,VDKB,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Willamette Valley Vineyards, Inc. ",NasdaqCM,WVVI,Beverage (Alcoholic),United States,United States,United States,Consumer Staples,30
"Alkame Holdings, Inc. ",OTCPK,ALKM,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Apple Rush Company, Inc. ",OTCPK,APRU,Beverage (Soft),United States,United States,United States,Consumer Staples,30
Bebida Beverage Company ,OTCPK,BBDA,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Calcol, Inc. ",OTCPK,CLCL,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Celsius Holdings, Inc. ",NasdaqCM,CELH,Beverage (Soft),United States,United States,United States,Consumer Staples,30
CirTran Corporation ,OTCPK,CIRX,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Coca-Cola Consolidated, Inc. ",NasdaqGS,COKE,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"DNA Brands, Inc. ",OTCPK,DNAX.D,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"FBEC Worldwide, Inc. ",OTCPK,FBEC,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Full Motion Beverage, Inc. ",OTCPK,FMBV,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Good Hemp, Inc. ",OTCPK,GHMP,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Greene Concepts, Inc. ",OTCPK,INKW,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Hall of Fame Beverages, Inc. ",OTCPK,HFBG,Beverage (Soft),United States,United States,United States,Consumer Staples,30
High Performance Beverages Company ,OTCPK,TBEV,Beverage (Soft),United States,United States,United States,Consumer Staples,30
Jones Soda Co. ,OTCPK,JSDA,Beverage (Soft),United States,United States,United States,Consumer Staples,30
Keurig Dr Pepper Inc. ,NasdaqGS,KDP,Beverage (Soft),United States,United States,United States,Consumer Staples,30
Long Blockchain Corp. ,OTCPK,LBCC,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"M Line Holdings, Inc. ",OTCPK,MLHC,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Minerco, Inc. ",OTCPK,MINE,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"MOJO Organics, Inc. ",OTCPK,MOJO,Beverage (Soft),United States,United States,United States,Consumer Staples,30
Monster Beverage Corporation ,NasdaqGS,MNST,Beverage (Soft),United States,United States,United States,Consumer Staples,30
National Beverage Corp. ,NasdaqGS,FIZZ,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"NewAge, Inc. ",NasdaqCM,NBEV,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"NOHO, Inc. ",OTCPK,DRNK,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Nova Tech Enterprises, Inc. ",OTCPK,NTEI,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"PepsiCo, Inc. ",NasdaqGS,PEP,Beverage (Soft),United States,United States,United States,Consumer Staples,30
Primo Water Corporation ,TSX,PRMW,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Purple Beverage Company, Inc. ",OTCPK,PPBV,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Queench, Inc. ",OTCPK,QENC,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Reed's, Inc. ",NasdaqCM,REED,Beverage (Soft),United States,United States,United States,Consumer Staples,30
Revium Recovery Inc. ,OTCPK,OCBG.D,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Rocky Mountain High Brands, Inc. ",OTCPK,RMHB,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"RushNet, Inc. ",OTCPK,RSHN,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Smokefree Innotec, Inc. ",OTCPK,SFIO,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Splash Beverage Group, Inc. ",OTCPK,SBEV,Beverage (Soft),United States,United States,United States,Consumer Staples,30
"Sports Pouch Beverage Co., Inc. ",OTCPK,SPBV,Beverage (Soft),United States,United States,United States,Consumer Staples,30
Square Chain Corp. ,OTCPK,SQCC,Beverage (Soft),United States,United States,United States,Consumer Staples,30
Sun Tzu Corporation ,OTCPK,STZU,Beverage (Soft),United States,United States,United States,Consumer Staples,30
The Alkaline Water Company Inc. ,NasdaqCM,WTER,Beverage (Soft),United States,United States,United States,Consumer Staples,30
The Coca-Cola Company ,NYSE,KO,Beverage (Soft),United States,United States,United States,Consumer Staples,30
ThermaFreeze Products Corporation ,OTCPK,TZPC,Beverage (Soft),United States,United States,United States,Consumer Staples,30
AMC Networks Inc. ,NasdaqGS,AMCX,Broadcasting,United States,United States,United States,Communication Services,50
"Beasley Broadcast Group, Inc. ",NasdaqGM,BBGI,Broadcasting,United States,United States,United States,Communication Services,50
CableClix ,OTCPK,CCLX,Broadcasting,United States,United States,United States,Communication Services,50
Conservative Broadcast Media & Journalism Inc. ,OTCPK,CBMJ,Broadcasting,United States,United States,United States,Communication Services,50
Cumulus Media Inc. ,NasdaqGM,CMLS,Broadcasting,United States,United States,United States,Communication Services,50
"Discovery, Inc. ",NasdaqGS,DISC.A,Broadcasting,United States,United States,United States,Communication Services,50
Emmis Communications Corporation ,OTCPK,EMMS,Broadcasting,United States,United States,United States,Communication Services,50
Entercom Communications Corp. ,NYSE,ETM,Broadcasting,United States,United States,United States,Communication Services,50
Entravision Communications Corporation ,NYSE,EVC,Broadcasting,United States,United States,United States,Communication Services,50
Fox Corporation ,NasdaqGS,FOXA,Broadcasting,United States,United States,United States,Communication Services,50
"Gray Television, Inc. ",NYSE,GTN,Broadcasting,United States,United States,United States,Communication Services,50
"Hemisphere Media Group, Inc. ",NasdaqGM,HMTV,Broadcasting,United States,United States,United States,Communication Services,50
"iHeartMedia, Inc. ",NasdaqGS,IHRT,Broadcasting,United States,United States,United States,Communication Services,50
"Ludwig Enterprises, Inc. ",OTCPK,LUDG,Broadcasting,United States,United States,United States,Communication Services,50
