Company Name,Exchange,Ticker,Industry,Country,Broad Group,Sub Group,Sector,Sector_code
MediaCo Holding Inc. ,NasdaqCM,MDIA,Broadcasting,United States,United States,United States,Communication Services,50
"Nexstar Media Group, Inc. ",NasdaqGS,NXST,Broadcasting,United States,United States,United States,Communication Services,50
"Saga Communications, Inc. ",NasdaqGM,SGA,Broadcasting,United States,United States,United States,Communication Services,50
"Salem Media Group, Inc. ",NasdaqGM,SALM,Broadcasting,United States,United States,United States,Communication Services,50
"Signet International Holdings, Inc. ",OTCPK,SIGN,Broadcasting,United States,United States,United States,Communication Services,50
"Sinclair Broadcast Group, Inc. ",NasdaqGS,SBGI,Broadcasting,United States,United States,United States,Communication Services,50
"Spanish Broadcasting System, Inc. ",OTCPK,SBSA.A,Broadcasting,United States,United States,United States,Communication Services,50
"Superhero Scramble, Inc. ",OTCPK,WNRC,Broadcasting,United States,United States,United States,Communication Services,50
TEGNA Inc. ,NYSE,TGNA,Broadcasting,United States,United States,United States,Communication Services,50
The E.W. Scripps Company ,NasdaqGS,SSP,Broadcasting,United States,United States,United States,Communication Services,50
"The Marquie Group, Inc. ",OTCPK,TMGI,Broadcasting,United States,United States,United States,Communication Services,50
"Townsquare Media, Inc. ",NYSE,TSQ,Broadcasting,United States,United States,United States,Communication Services,50
"Urban One, Inc. ",NasdaqCM,UONE.K,Broadcasting,United States,United States,United States,Communication Services,50
Urban Television Network Corporation ,OTCPK,URBT,Broadcasting,United States,United States,United States,Communication Services,50
ViacomCBS Inc. ,NasdaqGS,VIAC,Broadcasting,United States,United States,United States,Communication Services,50
Armada Mercantile Ltd. ,OTCPK,AAMT.F,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"B. Riley Financial, Inc. ",NasdaqGM,RILY,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"BGC Partners, Inc. ",NasdaqGS,BGCP,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"BlackStar Enterprise Group, Inc. ",OTCPK,BEGI,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"China Finance, Inc. ",OTCPK,CHFI,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Corporate Universe, Inc. ",OTCPK,COUV,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Cowen Inc. ,NasdaqGS,COWN,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Evercore Inc. ,NYSE,EVR,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Financial Gravity Companies, Inc. ",OTCPK,FGCO,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Finotec Group, Inc. ",OTCPK,FTGI,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Genco Corporation ,OTCPK,GNCC,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Global Brokerage, Inc. ",OTCPK,GLBR,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Global Capital Partners Inc. ,OTCPK,GCPL,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Greenhill & Co., Inc. ",NYSE,GHL,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Houlihan Lokey, Inc. ",NYSE,HLI,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Interactive Brokers Group, Inc. ",NasdaqGS,IBKR,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Interups, Inc. ",OTCPK,ITUP,Brokerage & Investment Banking,United States,United States,United States,Financials,40
JMP Group LLC ,NYSE,JMP,Brokerage & Investment Banking,United States,United States,United States,Financials,40
LPL Financial Holdings Inc. ,NasdaqGS,LPLA,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Moelis & Company ,NYSE,MC,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Morgan Group Holding Co. ,OTCPK,MGHL,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Morgan Stanley ,NYSE,MS,Brokerage & Investment Banking,United States,United States,United States,Financials,40
National Holdings Corporation ,NasdaqCM,NHLD,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Network 1 Financial Group, Inc. ",OTCPK,NTFL,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Oppenheimer Holdings Inc. ,NYSE,OPY,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Piper Sandler Companies ,NYSE,PIPR,Brokerage & Investment Banking,United States,United States,United States,Financials,40
PJT Partners Inc. ,NYSE,PJT,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Raymond James Financial, Inc. ",NYSE,RJF,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Redwood Group International, Inc. ",OTCPK,RDWD,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Siebert Financial Corp. ,NasdaqCM,SIEB,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Small Business Development Group, Inc. ",OTCPK,SBDG,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Stifel Financial Corp. ,NYSE,SF,Brokerage & Investment Banking,United States,United States,United States,Financials,40
StoneX Group Inc. ,NasdaqGS,SNEX,Brokerage & Investment Banking,United States,United States,United States,Financials,40
The Charles Schwab Corporation ,NYSE,SCHW,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"The Goldman Sachs Group, Inc. ",NYSE,GS,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Virtu Financial, Inc. ",NasdaqGS,VIRT,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Vitana-X, Inc. ",OTCPK,VITX,Brokerage & Investment Banking,United States,United States,United States,Financials,40
Westech Capital Corp. ,OTCPK,WTEC.Q,Brokerage & Investment Banking,United States,United States,United States,Financials,40
"Woodstock Holdings, Inc. ",OTCPK,WSFL,Brokerage & Investment Banking,United States,United States,United States,Financials,40
A. O. Smith Corporation ,NYSE,AOS,Building Materials,United States,United States,United States,Materials,15
"AAON, Inc. ",NasdaqGS,AAON,Building Materials,United States,United States,United States,Materials,15
"Advanced Drainage Systems, Inc. ",NYSE,WMS,Building Materials,United States,United States,United States,Materials,15
American Woodmark Corporation ,NasdaqGS,AMWD,Building Materials,United States,United States,United States,Materials,15
"Apogee Enterprises, Inc. ",NasdaqGS,APOG,Building Materials,United States,United States,United States,Materials,15
"Applied UV, Inc. ",NasdaqCM,AUVI,Building Materials,United States,United States,United States,Materials,15
"Armstrong Flooring, Inc. ",NYSE,AFI,Building Materials,United States,United States,United States,Materials,15
"Armstrong World Industries, Inc. ",NYSE,AWI,Building Materials,United States,United States,United States,Materials,15
"BRK, Inc. ",OTCPK,BRKK,Building Materials,United States,United States,United States,Materials,15
"Builders FirstSource, Inc. ",NasdaqGS,BLDR,Building Materials,United States,United States,United States,Materials,15
"Burnham Holdings, Inc. ",OTCPK,BURC.A,Building Materials,United States,United States,United States,Materials,15
Carrier Global Corporation ,NYSE,CARR,Building Materials,United States,United States,United States,Materials,15
"Cornerstone Building Brands, Inc. ",NYSE,CNR,Building Materials,United States,United States,United States,Materials,15
"CSW Industrials, Inc. ",NasdaqGS,CSWI,Building Materials,United States,United States,United States,Materials,15
"Fortune Brands Home & Security, Inc. ",NYSE,FBHS,Building Materials,United States,United States,United States,Materials,15
"Gibraltar Industries, Inc. ",NasdaqGS,ROCK,Building Materials,United States,United States,United States,Materials,15
Griffon Corporation ,NYSE,GFF,Building Materials,United States,United States,United States,Materials,15
Homasote Company ,OTCPK,HMTC,Building Materials,United States,United States,United States,Materials,15
"iGo, Inc. ",OTCPK,IGOI,Building Materials,United States,United States,United States,Materials,15
"Innovest Global, Inc. ",OTCPK,IVST,Building Materials,United States,United States,United States,Materials,15
"Insteel Industries, Inc. ",NasdaqGS,IIIN,Building Materials,United States,United States,United States,Materials,15
"JELD-WEN Holding, Inc. ",NYSE,JELD,Building Materials,United States,United States,United States,Materials,15
Jewett-Cameron Trading Company Ltd. ,NasdaqCM,JCTC.F,Building Materials,United States,United States,United States,Materials,15
"LEEP, Inc. ",OTCPK,LPPI,Building Materials,United States,United States,United States,Materials,15
Lennox International Inc. ,NYSE,LII,Building Materials,United States,United States,United States,Materials,15
Logan Clay Products Company ,OTCPK,LGNC,Building Materials,United States,United States,United States,Materials,15
Masco Corporation ,NYSE,MAS,Building Materials,United States,United States,United States,Materials,15
Masonite International Corporation ,NYSE,DOOR,Building Materials,United States,United States,United States,Materials,15
Owens Corning ,NYSE,OC,Building Materials,United States,United States,United States,Materials,15
"PGT Innovations, Inc. ",NYSE,PGTI,Building Materials,United States,United States,United States,Materials,15
Quanex Building Products Corporation ,NYSE,NX,Building Materials,United States,United States,United States,Materials,15
Reliance Worldwide Corporation Limited ,ASX,RWC,Building Materials,United States,United States,United States,Materials,15
"Resideo Technologies, Inc. ",NYSE,REZI,Building Materials,United States,United States,United States,Materials,15
Sante Technology Holdings Inc. ,OTCPK,SNTE,Building Materials,United States,United States,United States,Materials,15
"Simpson Manufacturing Co., Inc. ",NYSE,SSD,Building Materials,United States,United States,United States,Materials,15
Surna Inc. ,OTCPK,SRNA,Building Materials,United States,United States,United States,Materials,15
Tecogen Inc. ,OTCPK,TGEN,Building Materials,United States,United States,United States,Materials,15
The AZEK Company Inc. ,NYSE,AZEK,Building Materials,United States,United States,United States,Materials,15
"Trex Company, Inc. ",NYSE,TREX,Building Materials,United States,United States,United States,Materials,15
"Trutankless, Inc. ",OTCPK,TKLS,Building Materials,United States,United States,United States,Materials,15
"UFP Industries, Inc. ",NasdaqGS,UFPI,Building Materials,United States,United States,United States,Materials,15
"Zevotek, Inc. ",OTCPK,ZVTK,Building Materials,United States,United States,United States,Materials,15
"1PM Industries, Inc. ",OTCPK,OPMZ,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
Acacia Research Corporation ,NasdaqGS,ACTG,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
ADT Inc. ,NYSE,ADT,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
"AFA Protective Systems, Inc. ",OTCPK,AFAP,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
"Agri Dynamics, Inc. ",OTCPK,AGDY,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
Aimrite Holdings Corporation ,OTCPK,AIMH,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
"Airborne Security & Protective Services, Inc. ",OTCPK,ABPR,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
Akerna Corp. ,NasdaqCM,KERN,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
"Allegiant Professional Business Services, Inc. ",OTCPK,APRO,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
"American Cannabis Company, Inc. ",OTCPK,AMMJ,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
American International Holdings Corp. ,OTCPK,AMIH,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
AMREP Corporation ,NYSE,AXR,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
ASGN Incorporated ,NYSE,ASGN,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
"Atlas Technical Consultants, Inc. ",NasdaqGM,ATCX,Business & Consumer Services,United States,United States,United States,Consumer Discretionary,25
