Company Name,Exchange,Ticker,Industry Group,Country,Broad Group,Sub Group
Andina Gold Corp. ,OTCPK,AGOL,Drugs (Pharmaceutical),United States,United States,United States
"ANI Pharmaceuticals, Inc. ",NasdaqGM,ANIP,Drugs (Pharmaceutical),United States,United States,United States
Applied Biosciences Corp. ,OTCPK,APPB,Drugs (Pharmaceutical),United States,United States,United States
"Aquestive Therapeutics, Inc. ",NasdaqGM,AQST,Drugs (Pharmaceutical),United States,United States,United States
"Artelo Biosciences, Inc. ",NasdaqCM,ARTL,Drugs (Pharmaceutical),United States,United States,United States
Artemis Therapeutics Inc. ,OTCPK,ATMS,Drugs (Pharmaceutical),United States,United States,United States
"Arvinas, Inc. ",NasdaqGS,ARVN,Drugs (Pharmaceutical),United States,United States,United States
"ARYx Therapeutics, Inc. ",OTCPK,ARYX,Drugs (Pharmaceutical),United States,United States,United States
"Assertio Holdings, Inc. ",NasdaqCM,ASRT,Drugs (Pharmaceutical),United States,United States,United States
"Atea Pharmaceuticals, Inc. ",NasdaqGS,AVIR,Drugs (Pharmaceutical),United States,United States,United States
AtheroNova Inc. ,OTCPK,AHRO.Q,Drugs (Pharmaceutical),United States,United States,United States
"Athira Pharma, Inc. ",NasdaqGS,ATHA,Drugs (Pharmaceutical),United States,United States,United States
Australis Capital Inc. ,CNSX,AUSA,Drugs (Pharmaceutical),United States,United States,United States
"Avenue Therapeutics, Inc. ",NasdaqCM,ATXI,Drugs (Pharmaceutical),United States,United States,United States
"AXIM Biotechnologies, Inc. ",OTCPK,AXIM,Drugs (Pharmaceutical),United States,United States,United States
"AXM Pharma, Inc. ",OTCPK,AXMP,Drugs (Pharmaceutical),United States,United States,United States
"Axsome Therapeutics, Inc. ",NasdaqGM,AXSM,Drugs (Pharmaceutical),United States,United States,United States
Ayr Strategies Inc. ,CNSX,AYR.A,Drugs (Pharmaceutical),United States,United States,United States
"Aytu BioScience, Inc. ",NasdaqCM,AYTU,Drugs (Pharmaceutical),United States,United States,United States
"Bakhu Holdings, Corp. ",OTCPK,BKUH,Drugs (Pharmaceutical),United States,United States,United States
"Barrel Energy, Inc. ",OTCPK,BRLL,Drugs (Pharmaceutical),United States,United States,United States
"Baudax Bio, Inc. ",NasdaqCM,BXRX,Drugs (Pharmaceutical),United States,United States,United States
BellRock Brands Inc. ,CNSX,BRCK.U,Drugs (Pharmaceutical),United States,United States,United States
"Bespoke Extracts, Inc. ",OTCPK,BSPK,Drugs (Pharmaceutical),United States,United States,United States
Between Dandelions Inc.,,,Drugs (Pharmaceutical),United States,United States,United States
"BioDelivery Sciences International, Inc. ",NasdaqGS,BDSI,Drugs (Pharmaceutical),United States,United States,United States
BioELife Corp. ,OTCPK,LITH,Drugs (Pharmaceutical),United States,United States,United States
BioQuest Corp. ,OTCPK,BQST,Drugs (Pharmaceutical),United States,United States,United States
BioVaxys Technology Corp. ,CNSX,BIOV,Drugs (Pharmaceutical),United States,United States,United States
Bluma Wellness Inc. ,CNSX,BWEL.U,Drugs (Pharmaceutical),United States,United States,United States
"Boston Therapeutics, Inc. ",OTCPK,BTHE,Drugs (Pharmaceutical),United States,United States,United States
Bristol-Myers Squibb Company ,NYSE,BMY,Drugs (Pharmaceutical),United States,United States,United States
Can B Corp. ,OTCPK,CANB,Drugs (Pharmaceutical),United States,United States,United States
Cannabics Pharmaceuticals Inc. ,OTCPK,CNBX,Drugs (Pharmaceutical),United States,United States,United States
"Cannabis Global, Inc. ",OTCPK,CBGL,Drugs (Pharmaceutical),United States,United States,United States
Cannabis One Holdings Inc. ,CNSX,IDVR,Drugs (Pharmaceutical),United States,United States,United States
Cannabis Strategic Ventures ,OTCPK,NUGS,Drugs (Pharmaceutical),United States,United States,United States
CannAssist International Corp. ,OTCPK,CNSC,Drugs (Pharmaceutical),United States,United States,United States
Cannonau Corp. ,OTCPK,CNNC,Drugs (Pharmaceutical),United States,United States,United States
Cansortium Inc. ,CNSX,TIUM.U,Drugs (Pharmaceutical),United States,United States,United States
"Cara Therapeutics, Inc. ",NasdaqGM,CARA,Drugs (Pharmaceutical),United States,United States,United States
"Cardax, Inc. ",OTCPK,CDXI,Drugs (Pharmaceutical),United States,United States,United States
"Cassava Sciences, Inc. ",NasdaqCM,SAVA,Drugs (Pharmaceutical),United States,United States,United States
"Catalent, Inc. ",NYSE,CTLT,Drugs (Pharmaceutical),United States,United States,United States
"CB Scientific, Inc. ",OTCPK,CBSC,Drugs (Pharmaceutical),United States,United States,United States
CBD Global Sciences Inc. ,CNSX,CBDN,Drugs (Pharmaceutical),United States,United States,United States
CBD of Denver Inc. ,OTCPK,CBDD,Drugs (Pharmaceutical),United States,United States,United States
"CBD Unlimited, Inc. ",OTCPK,EDXC,Drugs (Pharmaceutical),United States,United States,United States
"cbdMD, Inc. ",AMEX,YCBD,Drugs (Pharmaceutical),United States,United States,United States
Cerecor Inc. ,NasdaqCM,CERC,Drugs (Pharmaceutical),United States,United States,United States
"Charlotte's Web Holdings, Inc. ",TSX,CWEB,Drugs (Pharmaceutical),United States,United States,United States
"Chiasma, Inc. ",NasdaqGS,CHMA,Drugs (Pharmaceutical),United States,United States,United States
"Citius Pharmaceuticals, Inc. ",NasdaqCM,CTXR,Drugs (Pharmaceutical),United States,United States,United States
"Clearside Biomedical, Inc. ",NasdaqGM,CLSD,Drugs (Pharmaceutical),United States,United States,United States
"CLS Holdings USA, Inc. ",OTCPK,CLSH,Drugs (Pharmaceutical),United States,United States,United States
"CNS Pharmaceuticals, Inc. ",NasdaqCM,CNSP,Drugs (Pharmaceutical),United States,United States,United States
"Cocrystal Pharma, Inc. ",NasdaqCM,COCP,Drugs (Pharmaceutical),United States,United States,United States
"Collegium Pharmaceutical, Inc. ",NasdaqGS,COLL,Drugs (Pharmaceutical),United States,United States,United States
Columbia Care Inc. ,CNSX,CCHW,Drugs (Pharmaceutical),United States,United States,United States
Corcept Therapeutics Incorporated ,NasdaqCM,CORT,Drugs (Pharmaceutical),United States,United States,United States
CorMedix Inc. ,AMEX,CRMD,Drugs (Pharmaceutical),United States,United States,United States
Cresco Labs Inc. ,CNSX,CL,Drugs (Pharmaceutical),United States,United States,United States
Cumberland Pharmaceuticals Inc. ,NasdaqGS,CPIX,Drugs (Pharmaceutical),United States,United States,United States
"Curaleaf Holdings, Inc. ",CNSX,CURA,Drugs (Pharmaceutical),United States,United States,United States
"Curative Biosciences, Inc. ",OTCPK,CBDX,Drugs (Pharmaceutical),United States,United States,United States
CURE Pharmaceutical Holding Corp. ,OTCPK,CURR,Drugs (Pharmaceutical),United States,United States,United States
"CymaBay Therapeutics, Inc. ",NasdaqGS,CBAY,Drugs (Pharmaceutical),United States,United States,United States
"Dakshidin Corporation, Inc. ",OTCPK,DKSC,Drugs (Pharmaceutical),United States,United States,United States
"Demand Brands, Inc. ",OTCPK,DMAN,Drugs (Pharmaceutical),United States,United States,United States
"Digital Development Partners, Inc. ",OTCPK,DGDM,Drugs (Pharmaceutical),United States,United States,United States
DURECT Corporation ,NasdaqCM,DRRX,Drugs (Pharmaceutical),United States,United States,United States
"Earth Science Tech, Inc. ",OTCPK,ETST,Drugs (Pharmaceutical),United States,United States,United States
Eco-Growth Strategies Inc. ,OTCPK,ECGS,Drugs (Pharmaceutical),United States,United States,United States
Elanco Animal Health Incorporated ,NYSE,ELAN,Drugs (Pharmaceutical),United States,United States,United States
Elfato Inc. ,OTCPK,TLFE,Drugs (Pharmaceutical),United States,United States,United States
Eli Lilly and Company ,NYSE,LLY,Drugs (Pharmaceutical),United States,United States,United States
"Elite Pharmaceuticals, Inc. ",OTCPK,ELTP,Drugs (Pharmaceutical),United States,United States,United States
"Eloxx Pharmaceuticals, Inc. ",NasdaqGM,ELOX,Drugs (Pharmaceutical),United States,United States,United States
"Ember Therapeutics, Inc. ",OTCPK,EMBT,Drugs (Pharmaceutical),United States,United States,United States
"Emmaus Life Sciences, Inc. ",OTCPK,EMMA,Drugs (Pharmaceutical),United States,United States,United States
"Eton Pharmaceuticals, Inc. ",NasdaqGM,ETON,Drugs (Pharmaceutical),United States,United States,United States
"Evofem Biosciences, Inc. ",NasdaqCM,EVFM,Drugs (Pharmaceutical),United States,United States,United States
"Evoke Pharma, Inc. ",NasdaqCM,EVOK,Drugs (Pharmaceutical),United States,United States,United States
"Evolus, Inc. ",NasdaqGM,EOLS,Drugs (Pharmaceutical),United States,United States,United States
"Exactus, Inc. ",OTCPK,EXDI,Drugs (Pharmaceutical),United States,United States,United States
"EyeGate Pharmaceuticals, Inc. ",NasdaqCM,EYEG,Drugs (Pharmaceutical),United States,United States,United States
"Eyenovia, Inc. ",NasdaqCM,EYEN,Drugs (Pharmaceutical),United States,United States,United States
"EyePoint Pharmaceuticals, Inc. ",NasdaqGM,EYPT,Drugs (Pharmaceutical),United States,United States,United States
"Fountain Healthy Aging, Inc. ",OTCPK,FHAI,Drugs (Pharmaceutical),United States,United States,United States
"Fulcrum Therapeutics, Inc. ",NasdaqGM,FULC,Drugs (Pharmaceutical),United States,United States,United States
"Gala Pharmaceutical, Inc. ",OTCPK,GLPH,Drugs (Pharmaceutical),United States,United States,United States
"GB Sciences, Inc. ",OTCPK,GBLX,Drugs (Pharmaceutical),United States,United States,United States
GelStat Corp. ,OTCPK,GSAC,Drugs (Pharmaceutical),United States,United States,United States
Global Consortium Inc. ,OTCPK,GCGX,Drugs (Pharmaceutical),United States,United States,United States
"GNCC Capital, Inc. ",OTCPK,GNCP,Drugs (Pharmaceutical),United States,United States,United States
"GP Solutions, Inc. ",OTCPK,GWPD,Drugs (Pharmaceutical),United States,United States,United States
"Grapefruit USA, Inc. ",OTCPK,GPFT,Drugs (Pharmaceutical),United States,United States,United States
"Graybug Vision, Inc. ",NasdaqGM,GRAY,Drugs (Pharmaceutical),United States,United States,United States
Green Hygienics Holdings Inc. ,OTCPK,GRYN,Drugs (Pharmaceutical),United States,United States,United States
Green Thumb Industries Inc. ,CNSX,GTII,Drugs (Pharmaceutical),United States,United States,United States
"Gridiron BioNutrients, Inc. ",OTCPK,GMVP,Drugs (Pharmaceutical),United States,United States,United States
Harborside Inc. ,CNSX,HBOR,Drugs (Pharmaceutical),United States,United States,United States
"Harmony Biosciences Holdings, Inc. ",NasdaqGM,HRMY,Drugs (Pharmaceutical),United States,United States,United States
"Harrow Health, Inc. ",NasdaqGM,HROW,Drugs (Pharmaceutical),United States,United States,United States
Harvest Health & Recreation Inc. ,CNSX,HARV,Drugs (Pharmaceutical),United States,United States,United States
"Hepion Pharmaceuticals, Inc. ",NasdaqCM,HEPA,Drugs (Pharmaceutical),United States,United States,United States
"Hoth Therapeutics, Inc. ",NasdaqCM,HOTH,Drugs (Pharmaceutical),United States,United States,United States
IMARA Inc. ,NasdaqGS,IMRA,Drugs (Pharmaceutical),United States,United States,United States
Indivior PLC ,LSE,INDV,Drugs (Pharmaceutical),United States,United States,United States
"Indus Holdings, Inc. ",CNSX,INDS,Drugs (Pharmaceutical),United States,United States,United States
"Innoviva, Inc. ",NasdaqGS,INVA,Drugs (Pharmaceutical),United States,United States,United States
"Integrated Pharmaceuticals, Inc. ",OTCPK,INTP,Drugs (Pharmaceutical),United States,United States,United States
"Intra-Cellular Therapies, Inc. ",NasdaqGS,ITCI,Drugs (Pharmaceutical),United States,United States,United States
"Inyx, Inc. ",OTCPK,IYXI,Drugs (Pharmaceutical),United States,United States,United States
Item 9 Labs Corp. ,OTCPK,INLB,Drugs (Pharmaceutical),United States,United States,United States
Itoco Inc. ,OTCPK,ITMC,Drugs (Pharmaceutical),United States,United States,United States
"Itonis, Inc. ",OTCPK,ITNS,Drugs (Pharmaceutical),United States,United States,United States
"Jaguar Health, Inc. ",NasdaqCM,JAGX,Drugs (Pharmaceutical),United States,United States,United States
Jetblack Corp. ,OTCPK,JTBK,Drugs (Pharmaceutical),United States,United States,United States
Johnson & Johnson ,NYSE,JNJ,Drugs (Pharmaceutical),United States,United States,United States
Jushi Holdings Inc. ,OTCPK,JUSH.F,Drugs (Pharmaceutical),United States,United States,United States
"Kala Pharmaceuticals, Inc. ",NasdaqGS,KALA,Drugs (Pharmaceutical),United States,United States,United States
"Kaleido Biosciences, Inc. ",NasdaqGS,KLDO,Drugs (Pharmaceutical),United States,United States,United States
"Kali, Inc. ",OTCPK,KALY,Drugs (Pharmaceutical),United States,United States,United States
"Kaya Holdings, Inc. ",OTCPK,KAYS.D,Drugs (Pharmaceutical),United States,United States,United States
"KemPharm, Inc. ",OTCPK,KMPH.D,Drugs (Pharmaceutical),United States,United States,United States
Kid Castle Educational Corporation ,OTCPK,KDCE,Drugs (Pharmaceutical),United States,United States,United States
Korver Corp. ,OTCPK,KOVR,Drugs (Pharmaceutical),United States,United States,United States
"Lannett Company, Inc. ",NYSE,LCI,Drugs (Pharmaceutical),United States,United States,United States
Lescarden Inc. ,OTCPK,LCAR,Drugs (Pharmaceutical),United States,United States,United States
Liberty Health Sciences Inc. ,CNSX,LHS,Drugs (Pharmaceutical),United States,United States,United States
Lipocine Inc. ,NasdaqCM,LPCN,Drugs (Pharmaceutical),United States,United States,United States
Liquidia Corporation ,NasdaqCM,LQDA,Drugs (Pharmaceutical),United States,United States,United States
"Lyra Therapeutics, Inc. ",NasdaqGM,LYRA,Drugs (Pharmaceutical),United States,United States,United States
"Marijuana Company of America, Inc. ",OTCPK,MCOA,Drugs (Pharmaceutical),United States,United States,United States
"Marinus Pharmaceuticals, Inc. ",NasdaqGM,MRNS,Drugs (Pharmaceutical),United States,United States,United States
"MDEChem, Inc. ",OTCPK,MDKM,Drugs (Pharmaceutical),United States,United States,United States
"Medican Enterprises, Inc. ",OTCPK,MDCN,Drugs (Pharmaceutical),United States,United States,United States
"Medicine Man Technologies, Inc. ",OTCPK,SHWZ,Drugs (Pharmaceutical),United States,United States,United States
MedMen Enterprises Inc. ,CNSX,MMEN,Drugs (Pharmaceutical),United States,United States,United States
"Merck & Co., Inc. ",NYSE,MRK,Drugs (Pharmaceutical),United States,United States,United States
Mind Medicine ,OTCPK,MMED.F,Drugs (Pharmaceutical),United States,United States,United States
"MJ Biotech, Inc. ",OTCPK,MJTV,Drugs (Pharmaceutical),United States,United States,United States
"MJ Holdings, Inc. ",OTCPK,MJNE,Drugs (Pharmaceutical),United States,United States,United States
NDT Pharmaceuticals Inc. ,OTCPK,NDTP,Drugs (Pharmaceutical),United States,United States,United States
Nektar Therapeutics ,NasdaqGS,NKTR,Drugs (Pharmaceutical),United States,United States,United States
"Neos Therapeutics, Inc. ",NasdaqGM,NEOS,Drugs (Pharmaceutical),United States,United States,United States
"Neuropathix, Inc. ",OTCPK,NPTX,Drugs (Pharmaceutical),United States,United States,United States
Neutra Corp. ,OTCPK,NTRR,Drugs (Pharmaceutical),United States,United States,United States
New You Inc. ,OTCPK,NWYU,Drugs (Pharmaceutical),United States,United States,United States
"NewBridge Global Ventures, Inc. ",OTCPK,NBGV,Drugs (Pharmaceutical),United States,United States,United States
"Nexien BioPharma, Inc. ",OTCPK,NXEN,Drugs (Pharmaceutical),United States,United States,United States
"Nexus BioPharma, Inc. ",OTCPK,NEXS,Drugs (Pharmaceutical),United States,United States,United States
"NGM Biopharmaceuticals, Inc. ",NasdaqGS,NGM,Drugs (Pharmaceutical),United States,United States,United States
"Nouveau Life Pharmaceuticals, Inc. ",OTCPK,NOUV,Drugs (Pharmaceutical),United States,United States,United States
"NovaBay Pharmaceuticals, Inc. ",AMEX,NBY,Drugs (Pharmaceutical),United States,United States,United States
"Novan, Inc. ",NasdaqCM,NOVN,Drugs (Pharmaceutical),United States,United States,United States
Nvest Inc. ,OTCPK,NVES,Drugs (Pharmaceutical),United States,United States,United States
"Ocular Therapeutix, Inc. ",NasdaqGM,OCUL,Drugs (Pharmaceutical),United States,United States,United States
"Ocuphire Pharma, Inc. ",NasdaqCM,OCUP,Drugs (Pharmaceutical),United States,United States,United States
"Odonate Therapeutics, Inc. ",NasdaqGS,ODT,Drugs (Pharmaceutical),United States,United States,United States
Omeros Corporation ,NasdaqGM,OMER,Drugs (Pharmaceutical),United States,United States,United States
"OMID Holdings, Inc. ",OTCPK,OMID,Drugs (Pharmaceutical),United States,United States,United States
"Onconova Therapeutics, Inc. ",NasdaqCM,ONTX,Drugs (Pharmaceutical),United States,United States,United States
"One World Pharma, Inc. ",OTCPK,OWPC,Drugs (Pharmaceutical),United States,United States,United States
"Opiant Pharmaceuticals, Inc. ",NasdaqCM,OPNT,Drugs (Pharmaceutical),United States,United States,United States
"OptiNose, Inc. ",NasdaqGS,OPTN,Drugs (Pharmaceutical),United States,United States,United States
Oramed Pharmaceuticals Inc. ,NasdaqCM,ORMP,Drugs (Pharmaceutical),United States,United States,United States
"Orchid Ventures, Inc. ",CNSX,ORCD,Drugs (Pharmaceutical),United States,United States,United States
Osmotica Pharmaceuticals plc ,NasdaqGS,OSMT,Drugs (Pharmaceutical),United States,United States,United States
"Otonomy, Inc. ",NasdaqGS,OTIC,Drugs (Pharmaceutical),United States,United States,United States
"Pacira BioSciences, Inc. ",NasdaqGS,PCRX,Drugs (Pharmaceutical),United States,United States,United States
"PAO Group, Inc. ",OTCPK,PAOG,Drugs (Pharmaceutical),United States,United States,United States
"Paratek Pharmaceuticals, Inc. ",NasdaqGM,PRTK,Drugs (Pharmaceutical),United States,United States,United States
"Petlife Pharmaceuticals, Inc. ",OTCPK,PTLF,Drugs (Pharmaceutical),United States,United States,United States
"Petros Pharmaceuticals, Inc. ",NasdaqCM,PTPI,Drugs (Pharmaceutical),United States,United States,United States
Pfizer Inc. ,NYSE,PFE,Drugs (Pharmaceutical),United States,United States,United States
"Phathom Pharmaceuticals, Inc. ",NasdaqGS,PHAT,Drugs (Pharmaceutical),United States,United States,United States
Phibro Animal Health Corporation ,NasdaqGM,PAHC,Drugs (Pharmaceutical),United States,United States,United States
Phoenix Life Sciences International Limited ,OTCPK,PLSI,Drugs (Pharmaceutical),United States,United States,United States
Planet 13 Holdings Inc. ,CNSX,PLTH,Drugs (Pharmaceutical),United States,United States,United States
"Pliant Therapeutics, Inc. ",NasdaqGS,PLRX,Drugs (Pharmaceutical),United States,United States,United States
PLx Pharma Inc. ,NasdaqCM,PLXP,Drugs (Pharmaceutical),United States,United States,United States
Praxsyn Corporation ,OTCPK,PXYN,Drugs (Pharmaceutical),United States,United States,United States
Prestige Consumer Healthcare Inc. ,NYSE,PBH,Drugs (Pharmaceutical),United States,United States,United States
"Processa Pharmaceuticals, Inc. ",NasdaqCM,PCSA,Drugs (Pharmaceutical),United States,United States,United States
"ProPhase Labs, Inc. ",NasdaqCM,PRPH,Drugs (Pharmaceutical),United States,United States,United States
Protect Pharmaceutical Corporation ,OTCPK,PRTT,Drugs (Pharmaceutical),United States,United States,United States
"Provectus Biopharmaceuticals, Inc. ",OTCPK,PVCT,Drugs (Pharmaceutical),United States,United States,United States
"Provention Bio, Inc. ",NasdaqGS,PRVB,Drugs (Pharmaceutical),United States,United States,United States
"Pulmatrix, Inc. ",NasdaqCM,PULM,Drugs (Pharmaceutical),United States,United States,United States
"Pure Harvest Corporate Group, Inc. ",OTCPK,PHCG,Drugs (Pharmaceutical),United States,United States,United States
PureK Holdings Corp. ,TSXV,PKAN,Drugs (Pharmaceutical),United States,United States,United States
"Quanta, Inc. ",OTCPK,QNTA,Drugs (Pharmaceutical),United States,United States,United States
Radiko Holdings Corp. ,CNSX,RDKO,Drugs (Pharmaceutical),United States,United States,United States
"Rafarma Pharmaceuticals, Inc. ",OTCPK,RAFA,Drugs (Pharmaceutical),United States,United States,United States
"Real Brands, Inc. ",OTCPK,RLBD,Drugs (Pharmaceutical),United States,United States,United States
"Reata Pharmaceuticals, Inc. ",NasdaqGM,RETA,Drugs (Pharmaceutical),United States,United States,United States
"Recro Pharma, Inc. ",NasdaqCM,REPH,Drugs (Pharmaceutical),United States,United States,United States
"Relmada Therapeutics, Inc. ",NasdaqGS,RLMD,Drugs (Pharmaceutical),United States,United States,United States
Resonate Blends Inc. ,OTCPK,KOAN,Drugs (Pharmaceutical),United States,United States,United States
RespireRx Pharmaceuticals Inc. ,OTCPK,RSPI,Drugs (Pharmaceutical),United States,United States,United States
"Revance Therapeutics, Inc. ",NasdaqGM,RVNC,Drugs (Pharmaceutical),United States,United States,United States
"Reviva Pharmaceuticals Holdings, Inc. ",NasdaqCM,RVPH,Drugs (Pharmaceutical),United States,United States,United States
Rimrock Gold Corp. ,OTCPK,RMRK,Drugs (Pharmaceutical),United States,United States,United States
"Rising BioSciences, Inc. ",OTCPK,RBII,Drugs (Pharmaceutical),United States,United States,United States
"Rock Creek Pharmaceuticals, Inc. ",OTCPK,RCPI.Q,Drugs (Pharmaceutical),United States,United States,United States
Royalty Pharma plc ,NasdaqGS,RPRX,Drugs (Pharmaceutical),United States,United States,United States
"RxElite, Inc. ",OTCPK,RXEI,Drugs (Pharmaceutical),United States,United States,United States
Sativa Growth International ,OTCPK,SAGD,Drugs (Pharmaceutical),United States,United States,United States
"Satsuma Pharmaceuticals, Inc. ",NasdaqGM,STSA,Drugs (Pharmaceutical),United States,United States,United States
Scopus BioPharma Inc. ,NasdaqGM,SCPS,Drugs (Pharmaceutical),United States,United States,United States
scPharmaceuticals Inc. ,NasdaqGS,SCPH,Drugs (Pharmaceutical),United States,United States,United States
"SCYNEXIS, Inc. ",NasdaqGM,SCYX,Drugs (Pharmaceutical),United States,United States,United States
"Seelos Therapeutics, Inc. ",NasdaqCM,SEEL,Drugs (Pharmaceutical),United States,United States,United States
"SenesTech, Inc. ",NasdaqCM,SNES,Drugs (Pharmaceutical),United States,United States,United States
"Sienna Biopharmaceuticals, Inc. ",OTCPK,SNNA.Q,Drugs (Pharmaceutical),United States,United States,United States
"SIGA Technologies, Inc. ",NasdaqGM,SIGA,Drugs (Pharmaceutical),United States,United States,United States
"SOHM, Inc. ",OTCPK,SHMN,Drugs (Pharmaceutical),United States,United States,United States
"Solanbridge Group, Inc. ",OTCPK,SLNX,Drugs (Pharmaceutical),United States,United States,United States
"Sonoma Pharmaceuticals, Inc. ",NasdaqCM,SNOA,Drugs (Pharmaceutical),United States,United States,United States
Spotlight Innovation Inc. ,OTCPK,STLT,Drugs (Pharmaceutical),United States,United States,United States
"Stem Holdings, Inc. ",OTCPK,STMH,Drugs (Pharmaceutical),United States,United States,United States
Strongbridge Biopharma plc ,NasdaqGS,SBBP,Drugs (Pharmaceutical),United States,United States,United States
"Sunset Island Group, Inc. ",OTCPK,SIGO,Drugs (Pharmaceutical),United States,United States,United States
"Supernus Pharmaceuticals, Inc. ",NasdaqGM,SUPN,Drugs (Pharmaceutical),United States,United States,United States
"Targeted Medical Pharma, Inc. ",OTCPK,TRGM,Drugs (Pharmaceutical),United States,United States,United States
"Tarsus Pharmaceuticals, Inc. ",NasdaqGS,TARS,Drugs (Pharmaceutical),United States,United States,United States
"Tauriga Sciences, Inc. ",OTCPK,TAUG,Drugs (Pharmaceutical),United States,United States,United States
"Teligent, Inc. ",NasdaqGS,TLGT,Drugs (Pharmaceutical),United States,United States,United States
Terra Tech Corp. ,OTCPK,TRTC,Drugs (Pharmaceutical),United States,United States,United States
"TFF Pharmaceuticals, Inc. ",NasdaqGM,TFFP,Drugs (Pharmaceutical),United States,United States,United States
"The Greater Cannabis Company, Inc. ",OTCPK,GCAN,Drugs (Pharmaceutical),United States,United States,United States
"Therapeutic Solutions International, Inc. ",OTCPK,TSOI,Drugs (Pharmaceutical),United States,United States,United States
"TherapeuticsMD, Inc. ",NasdaqGS,TXMD,Drugs (Pharmaceutical),United States,United States,United States
TILT Holdings Inc. ,CNSX,TILT,Drugs (Pharmaceutical),United States,United States,United States
"Timber Pharmaceuticals, Inc. ",AMEX,TMBR,Drugs (Pharmaceutical),United States,United States,United States
"Titan Pharmaceuticals, Inc. ",NasdaqCM,TTNP,Drugs (Pharmaceutical),United States,United States,United States
"Trevi Therapeutics, Inc. ",NasdaqGM,TRVI,Drugs (Pharmaceutical),United States,United States,United States
"TRICCAR, Inc. ",OTCPK,TCCR,Drugs (Pharmaceutical),United States,United States,United States
"Tricida, Inc. ",NasdaqGS,TCDA,Drugs (Pharmaceutical),United States,United States,United States
Trulieve Cannabis Corp. ,CNSX,TRUL,Drugs (Pharmaceutical),United States,United States,United States
"TurnKey Capital, Inc. ",OTCPK,TKCI,Drugs (Pharmaceutical),United States,United States,United States
ULURU Inc. ,OTCPK,ULUR,Drugs (Pharmaceutical),United States,United States,United States
United Cannabis Corporation ,OTCPK,CNAB.Q,Drugs (Pharmaceutical),United States,United States,United States
"Verde Science, Inc. ",OTCPK,VRCI,Drugs (Pharmaceutical),United States,United States,United States
"Veritas Farms, Inc. ",OTCPK,VFRM,Drugs (Pharmaceutical),United States,United States,United States
Verrica Pharmaceuticals Inc. ,NasdaqGM,VRCA,Drugs (Pharmaceutical),United States,United States,United States
"ViaDerma, Inc. ",OTCPK,VDRM,Drugs (Pharmaceutical),United States,United States,United States
Viatris Inc. ,NasdaqGS,VTRS,Drugs (Pharmaceutical),United States,United States,United States
Vibe Growth Corporation ,CNSX,VIBE,Drugs (Pharmaceutical),United States,United States,United States
"Vireo Health International, Inc. ",CNSX,VREO,Drugs (Pharmaceutical),United States,United States,United States
"Vitalibis, Inc. ",OTCPK,VCBD,Drugs (Pharmaceutical),United States,United States,United States
"Vitality Biopharma, Inc. ",OTCPK,VBIO,Drugs (Pharmaceutical),United States,United States,United States
VYNE Therapeutics Inc. ,NasdaqGS,VYNE,Drugs (Pharmaceutical),United States,United States,United States
"WEED, Inc. ",OTCPK,BUDZ,Drugs (Pharmaceutical),United States,United States,United States
"White Label Liquid, Inc. ",OTCPK,WLAB,Drugs (Pharmaceutical),United States,United States,United States
"Winston Pharmaceuticals, Inc. ",OTCPK,WPHM,Drugs (Pharmaceutical),United States,United States,United States
"Xeris Pharmaceuticals, Inc. ",NasdaqGS,XERS,Drugs (Pharmaceutical),United States,United States,United States
Zoetis Inc. ,NYSE,ZTS,Drugs (Pharmaceutical),United States,United States,United States
"Zogenix, Inc. ",NasdaqGM,ZGNX,Drugs (Pharmaceutical),United States,United States,United States
Zomedica Corp. ,AMEX,ZOM,Drugs (Pharmaceutical),United States,United States,United States
"Zynerba Pharmaceuticals, Inc. ",NasdaqGM,ZYNE,Drugs (Pharmaceutical),United States,United States,United States
Adtalem Global Education Inc. ,NYSE,ATGE,Education,United States,United States,United States
"American Education Center, Inc. ",OTCPK,AMCT,Education,United States,United States,United States
"American Public Education, Inc. ",NasdaqGS,APEI,Education,United States,United States,United States
Amesite Inc. ,NasdaqCM,AMST,Education,United States,United States,United States
"Asia Broadband, Inc. ",OTCPK,AABB,Education,United States,United States,United States
"Aspen Group, Inc. ",NasdaqGM,ASPU,Education,United States,United States,United States
Bright Horizons Family Solutions Inc. ,NYSE,BFAM,Education,United States,United States,United States
"Chegg, Inc. ",NYSE,CHGG,Education,United States,United States,United States
Creative Learning Corporation ,OTCPK,CLCN,Education,United States,United States,United States
Education Management Corporation ,OTCPK,EDMC.Q,Education,United States,United States,United States
"Eline Entertainment Group, Inc. ",OTCPK,EEGI,Education,United States,United States,United States
EVCI Career Colleges Holding Corp. ,OTCPK,EVCI,Education,United States,United States,United States
Graham Holdings Company ,NYSE,GHC,Education,United States,United States,United States
"Grand Canyon Education, Inc. ",NasdaqGS,LOPE,Education,United States,United States,United States
"Green Energy Enterprises, Inc. ",OTCPK,GYOG,Education,United States,United States,United States
Houghton Mifflin Harcourt Company ,NasdaqGS,HMHC,Education,United States,United States,United States
HQ Global Education Inc. ,OTCPK,HQGE,Education,United States,United States,United States
"ITT Educational Services, Inc. ",OTCPK,ESIN.Q,Education,United States,United States,United States
"Laureate Education, Inc. ",NasdaqGS,LAUR,Education,United States,United States,United States
