Company Name,Exchange,Ticker,Industry Group,Country,Broad Group,Sub Group
"Beach Community Bancshares, Inc. ",OTCPK,BCBF,Banks (Regional),United States,United States,United States
"Benchmark Bankshares, Inc. ",OTCPK,BMBN,Banks (Regional),United States,United States,United States
Berkshire Bancorp Inc. ,OTCPK,BERK,Banks (Regional),United States,United States,United States
"Berkshire Hills Bancorp, Inc. ",NYSE,BHLB,Banks (Regional),United States,United States,United States
Beverly Hills Bancorp Inc. ,OTCPK,BHBC.Q,Banks (Regional),United States,United States,United States
"Blackhawk Bancorp, Inc. ",OTCPK,BHWB,Banks (Regional),United States,United States,United States
"Blue Ridge Bankshares, Inc. ",AMEX,BRBS,Banks (Regional),United States,United States,United States
blueharbor bank ,OTCPK,BLHK,Banks (Regional),United States,United States,United States
"BNCCORP, Inc. ",OTCPK,BNCC,Banks (Regional),United States,United States,United States
BOK Financial Corporation ,NasdaqGS,BOKF,Banks (Regional),United States,United States,United States
BOL Bancshares Inc. ,OTCPK,BOLB,Banks (Regional),United States,United States,United States
"Boston Private Financial Holdings, Inc. ",NasdaqGS,BPFH,Banks (Regional),United States,United States,United States
"Bridge Bancorp, Inc. ",NasdaqGS,BDGE,Banks (Regional),United States,United States,United States
"Brookline Bancorp, Inc. ",NasdaqGS,BRKL,Banks (Regional),United States,United States,United States
Brunswick Bancorp ,OTCPK,BRBW,Banks (Regional),United States,United States,United States
Bryn Mawr Bank Corporation ,NasdaqGS,BMTC,Banks (Regional),United States,United States,United States
Burke & Herbert Bank & Trust Company ,OTCPK,BHRB,Banks (Regional),United States,United States,United States
"Business First Bancshares, Inc. ",NasdaqGS,BFST,Banks (Regional),United States,United States,United States
"Byline Bancorp, Inc. ",NYSE,BY,Banks (Regional),United States,United States,United States
C&F Financial Corporation ,NasdaqGS,CFFI,Banks (Regional),United States,United States,United States
Cadence Bancorporation ,NYSE,CADE,Banks (Regional),United States,United States,United States
California BanCorp ,NasdaqGS,CALB,Banks (Regional),United States,United States,United States
California Business Bank ,OTCPK,CABB,Banks (Regional),United States,United States,United States
California First National Bancorp ,OTCPK,CFNB,Banks (Regional),United States,United States,United States
"California International Bank, N.A. ",OTCPK,CAIB,Banks (Regional),United States,United States,United States
"Calvin B. Taylor Bankshares, Inc. ",OTCPK,TYCB,Banks (Regional),United States,United States,United States
Cambridge Bancorp ,NasdaqCM,CATC,Banks (Regional),United States,United States,United States
Camden National Corporation ,NasdaqGS,CAC,Banks (Regional),United States,United States,United States
Canandaigua National Corporation ,OTCPK,CNND,Banks (Regional),United States,United States,United States
"Capital Bancorp, Inc. ",NasdaqGS,CBNK,Banks (Regional),United States,United States,United States
"Capital City Bank Group, Inc. ",NasdaqGS,CCBG,Banks (Regional),United States,United States,United States
CapitalSouth Bancorp. ,OTCPK,CAPB,Banks (Regional),United States,United States,United States
"Capstar Financial Holdings, Inc. ",NasdaqGS,CSTR,Banks (Regional),United States,United States,United States
"Carter Bankshares, Inc. ",NasdaqGS,CARE,Banks (Regional),United States,United States,United States
Cashmere Valley Bank ,OTCPK,CSHX,Banks (Regional),United States,United States,United States
Cathay General Bancorp ,NasdaqGS,CATY,Banks (Regional),United States,United States,United States
"CB Financial Services, Inc. ",NasdaqGM,CBFV,Banks (Regional),United States,United States,United States
"CBB Bancorp, Inc. ",OTCPK,CBBI,Banks (Regional),United States,United States,United States
"CBOA Financial, Inc. ",OTCPK,CBOF,Banks (Regional),United States,United States,United States
"CBTX, Inc. ",NasdaqGS,CBTX,Banks (Regional),United States,United States,United States
CCCB Bancorp Inc. ,OTCPK,CCYY,Banks (Regional),United States,United States,United States
"CCFNB Bancorp, Inc. ",OTCPK,CCFN,Banks (Regional),United States,United States,United States
"Central Bancompany, Inc. ",OTCPK,CBCY.B,Banks (Regional),United States,United States,United States
Central Pacific Financial Corp. ,NYSE,CPF,Banks (Regional),United States,United States,United States
Central Valley Community Bancorp ,NasdaqCM,CVCY,Banks (Regional),United States,United States,United States
Centric Financial Corporation ,OTCPK,CFCX,Banks (Regional),United States,United States,United States
"Century Bancorp, Inc. ",NasdaqGS,CNBK.A,Banks (Regional),United States,United States,United States
Chemung Financial Corporation ,NasdaqGS,CHMG,Banks (Regional),United States,United States,United States
"Chesapeake Financial Shares, Inc. ",OTCPK,CPKF,Banks (Regional),United States,United States,United States
Chino Commercial Bancorp ,OTCPK,CCBC,Banks (Regional),United States,United States,United States
"ChoiceOne Financial Services, Inc. ",NasdaqCM,COFS,Banks (Regional),United States,United States,United States
CIT Group Inc. ,NYSE,CIT,Banks (Regional),United States,United States,United States
CITBA Financial Corporation ,OTCPK,CBAF,Banks (Regional),United States,United States,United States
Citizens & Northern Corporation ,NasdaqCM,CZNC,Banks (Regional),United States,United States,United States
Citizens Bancorp ,OTCPK,CZNB,Banks (Regional),United States,United States,United States
"Citizens Bancorp of Virginia, Inc. ",OTCPK,CZBT,Banks (Regional),United States,United States,United States
Citizens Bancshares Corporation ,OTCPK,CITZ,Banks (Regional),United States,United States,United States
Citizens Bancshares Corporation ,OTCPK,CZBS,Banks (Regional),United States,United States,United States
"Citizens Community Bancorp, Inc. ",NasdaqGM,CZWI,Banks (Regional),United States,United States,United States
"Citizens Community Bancorp, Inc. ",NasdaqGM,CZWI,Banks (Regional),United States,United States,United States
Citizens Financial Corp. ,OTCPK,CIWV,Banks (Regional),United States,United States,United States
"Citizens Financial Group, Inc. ",NYSE,CFG,Banks (Regional),United States,United States,United States
"Citizens Financial Services, Inc. ",OTCPK,CZFS,Banks (Regional),United States,United States,United States
Citizens Holding Company ,NasdaqGM,CIZN,Banks (Regional),United States,United States,United States
City Bank ,OTCPK,CTBK,Banks (Regional),United States,United States,United States
City Holding Company ,NasdaqGS,CHCO,Banks (Regional),United States,United States,United States
"Civista Bancshares, Inc. ",NasdaqCM,CIVB,Banks (Regional),United States,United States,United States
Clark County Bancorporation ,OTCPK,CKCB,Banks (Regional),United States,United States,United States
CMUV Bancorp ,OTCPK,CMUV,Banks (Regional),United States,United States,United States
"CNB Community Bancorp, Inc. ",OTCPK,CNBB,Banks (Regional),United States,United States,United States
CNB Corporation ,OTCPK,CNBZ,Banks (Regional),United States,United States,United States
CNB Financial Corporation ,NasdaqGS,CCNE,Banks (Regional),United States,United States,United States
Coastal Bank & Trust ,OTCPK,CABT,Banks (Regional),United States,United States,United States
"Coastal Carolina Bancshares, Inc. ",OTCPK,CCNB,Banks (Regional),United States,United States,United States
Coastal Financial Corporation ,NasdaqGS,CCB,Banks (Regional),United States,United States,United States
"CoastalSouth Bancshares, Inc. ",OTCPK,COSO,Banks (Regional),United States,United States,United States
"Codorus Valley Bancorp, Inc. ",NasdaqGM,CVLY,Banks (Regional),United States,United States,United States
"Colony Bankcorp, Inc. ",NasdaqGM,CBAN,Banks (Regional),United States,United States,United States
"Columbia Banking System, Inc. ",NasdaqGS,COLB,Banks (Regional),United States,United States,United States
Comerica Incorporated ,NYSE,CMA,Banks (Regional),United States,United States,United States
Commencement Bancorp Inc. ,OTCPK,CBWA,Banks (Regional),United States,United States,United States
"Commerce Bancshares, Inc. ",NasdaqGS,CBSH,Banks (Regional),United States,United States,United States
CommerceWest Bank ,OTCPK,CWBK,Banks (Regional),United States,United States,United States
Commercial National Financial Corporation ,OTCPK,CEFC,Banks (Regional),United States,United States,United States
Commercial National Financial Corporation ,OTCPK,CNAF,Banks (Regional),United States,United States,United States
Communities First Financial Corporation ,OTCPK,CFST,Banks (Regional),United States,United States,United States
Community Bancorp ,OTCPK,CMTV,Banks (Regional),United States,United States,United States
Community Bancorp of Santa Maria ,OTCPK,CYSM,Banks (Regional),United States,United States,United States
"Community Bank System, Inc. ",NYSE,CBU,Banks (Regional),United States,United States,United States
Community Bankers Trust Corporation ,NasdaqCM,ESXB,Banks (Regional),United States,United States,United States
Community Bankers' Corporation ,OTCPK,CTYP,Banks (Regional),United States,United States,United States
"Community Capital Bancshares, Inc. ",OTCPK,ALBY,Banks (Regional),United States,United States,United States
"Community Financial Group, Inc. ",OTCPK,CFGW,Banks (Regional),United States,United States,United States
Community First Bancorporation ,OTCPK,CFOK,Banks (Regional),United States,United States,United States
"Community First Bancshares, Inc. ",NasdaqCM,CFBI,Banks (Regional),United States,United States,United States
"Community Heritage Financial, Inc. ",OTCPK,CMHF,Banks (Regional),United States,United States,United States
"Community Trust Bancorp, Inc. ",NasdaqGS,CTBI,Banks (Regional),United States,United States,United States
Community West Bancshares ,NasdaqGM,CWBC,Banks (Regional),United States,United States,United States
"ConnectOne Bancorp, Inc. ",NasdaqGS,CNOB,Banks (Regional),United States,United States,United States
"Consumers Bancorp, Inc. ",OTCPK,CBKM,Banks (Regional),United States,United States,United States
Cornerstone Financial Corporation ,OTCPK,CFIC,Banks (Regional),United States,United States,United States
Cortland Bancorp ,NasdaqCM,CLDB,Banks (Regional),United States,United States,United States
"County Bancorp, Inc. ",NasdaqGM,ICBK,Banks (Regional),United States,United States,United States
Crazy Woman Creek Bancorp Incorporated ,OTCPK,CRZY,Banks (Regional),United States,United States,United States
"Croghan Bancshares, Inc. ",OTCPK,CHBH,Banks (Regional),United States,United States,United States
"CrossFirst Bankshares, Inc. ",NasdaqGS,CFB,Banks (Regional),United States,United States,United States
Crystal Valley Financial Corporation ,OTCPK,CYVF,Banks (Regional),United States,United States,United States
"CSB Bancorp, Inc. ",OTCPK,CSBB,Banks (Regional),United States,United States,United States
"Cullen/Frost Bankers, Inc. ",NYSE,CFR,Banks (Regional),United States,United States,United States
"Customers Bancorp, Inc. ",NYSE,CUBI,Banks (Regional),United States,United States,United States
CVB Financial Corp. ,NasdaqGS,CVBF,Banks (Regional),United States,United States,United States
"Dacotah Banks, Inc. ",OTCPK,DBIN,Banks (Regional),United States,United States,United States
Delhi Bank Corp. ,OTCPK,DWNX,Banks (Regional),United States,United States,United States
"Denali Bancorporation, Inc. ",OTCPK,DENI,Banks (Regional),United States,United States,United States
"Denmark Bancshares, Inc. ",OTCPK,DMKB.A,Banks (Regional),United States,United States,United States
"Dime Community Bancshares, Inc. ",NasdaqGS,DCOM,Banks (Regional),United States,United States,United States
"Dimeco, Inc. ",OTCPK,DIMC,Banks (Regional),United States,United States,United States
"Eagle Bancorp Montana, Inc. ",NasdaqGM,EBMT,Banks (Regional),United States,United States,United States
"Eagle Bancorp, Inc. ",NasdaqCM,EGBN,Banks (Regional),United States,United States,United States
"Eagle Financial Services, Inc. ",OTCPK,EFSI,Banks (Regional),United States,United States,United States
"East West Bancorp, Inc. ",NasdaqGS,EWBC,Banks (Regional),United States,United States,United States
"Eastern Bankshares, Inc. ",NasdaqGS,EBC,Banks (Regional),United States,United States,United States
Eastern Michigan Financial Corporation ,OTCPK,EFIN,Banks (Regional),United States,United States,United States
"Edgewater Bancorp, Inc. ",OTCPK,EGDW,Banks (Regional),United States,United States,United States
"Elmer Bancorp, Inc. ",OTCPK,ELMA,Banks (Regional),United States,United States,United States
"Embassy Bancorp, Inc. ",OTCPK,EMYB,Banks (Regional),United States,United States,United States
Emclaire Financial Corp ,NasdaqCM,EMCF,Banks (Regional),United States,United States,United States
"Empire Bancshares, Inc. ",OTCPK,EBSH,Banks (Regional),United States,United States,United States
ENB Financial Corp ,OTCPK,ENBP,Banks (Regional),United States,United States,United States
Endeavor Bank ,OTCPK,EDVR,Banks (Regional),United States,United States,United States
"Enterprise Bancorp, Inc. ",NasdaqGS,EBTC,Banks (Regional),United States,United States,United States
Enterprise Financial Services Corp ,NasdaqGS,EFSC,Banks (Regional),United States,United States,United States
"Enterprise Financial Services Group, Inc. ",OTCPK,EFSG,Banks (Regional),United States,United States,United States
